ipo_firm,year,forward_cnt4,forward_cnt5,forward_cnt7
inTEST Corporation,1997,7,11,20
inTEST Corporation,1999,6,9,13
inTEST Corporation,2000,3,3,4
inTEST Corporation,2006,5,6,9
inTEST Corporation,2007,10,14,24
inTEST Corporation,2008,0,0,1
inTEST Corporation,2009,4,7,10
inTEST Corporation,2010,0,0,10
inTEST Corporation,2011,1,1,3
inTEST Corporation,2012,5,7,8
inTEST Corporation,2013,0,1,2
inTEST Corporation,2014,5,5,5
inTEST Corporation,2015,3,3,3
inTEST Corporation,2016,1,1,1
Intimate Brands,2006,9,24,73
IntraBiotics Pharmaceuticals,1999,5,7,10
IntraBiotics Pharmaceuticals,2000,5,7,11
IntraBiotics Pharmaceuticals,2001,1,2,4
IntraBiotics Pharmaceuticals,2003,1,3,3
IntraLase Corp,2001,3,5,9
IntraLase Corp,2002,8,10,17
IntraLase Corp,2003,3,4,8
IntraLase Corp,2004,3,5,12
IntraLase Corp,2005,11,22,60
IntraLase Corp,2006,12,23,86
IntraLase Corp,2007,1,3,3
IntraLase Corp,2008,4,8,17
Intramed Laboratories,1990,24,37,61
Intramed Laboratories,1992,5,8,19
Intramed Laboratories,1993,8,9,14
Intramed Laboratories,1994,1,2,2
Intramed Laboratories,1996,5,6,11
Intraware Inc,2000,7,11,26
Intraware Inc,2001,10,22,34
Intraware Inc,2008,2,3,8
Intraware Inc,2010,2,4,4
Intraware Inc,2011,4,5,6
Intraware Inc,2012,5,7,9
Intrexon Corp,2006,1,3,11
Intrexon Corp,2007,3,3,8
Intrexon Corp,2008,13,16,35
Intrexon Corp,2009,25,37,58
Intrexon Corp,2010,40,53,68
Intrexon Corp,2011,55,70,79
Intrexon Corp,2012,81,84,100
Intrexon Corp,2013,24,26,30
Intrexon Corp,2014,57,63,64
Intrexon Corp,2015,23,24,24
Intrexon Corp,2016,16,16,16
Introgen Therapeutics Inc,2001,6,12,23
Introgen Therapeutics Inc,2004,10,12,22
Introgen Therapeutics Inc,2006,9,12,12
Introgen Therapeutics Inc,2007,1,2,3
Introgen Therapeutics Inc,2008,0,0,1
Introgen Therapeutics Inc,2011,0,1,2
Intuit,1988,2,3,3
Intuit,1995,6,10,12
Intuit,1997,4,9,10
Intuit,1998,12,13,19
Intuit,1999,14,19,45
Intuit,2002,10,18,32
Intuit,2004,1,1,9
Intuit,2006,16,26,49
Intuit,2007,4,7,11
Intuit,2008,50,83,122
Intuit,2009,83,117,202
Intuit,2010,218,272,496
Intuit,2011,351,488,996
Intuit,2012,426,661,1258
Intuit,2013,499,800,1360
Intuit,2014,560,859,921
Intuit,2015,339,403,403
Intuit,2016,323,323,323
Intuitive Surgical Inc,1998,54,75,199
Intuitive Surgical Inc,2000,17,36,49
Intuitive Surgical Inc,2001,147,195,248
Intuitive Surgical Inc,2002,173,235,375
Intuitive Surgical Inc,2003,124,149,356
Intuitive Surgical Inc,2004,106,162,550
Intuitive Surgical Inc,2005,121,230,517
Intuitive Surgical Inc,2006,127,253,613
Intuitive Surgical Inc,2007,44,70,151
Intuitive Surgical Inc,2008,76,133,339
Intuitive Surgical Inc,2009,83,145,402
Intuitive Surgical Inc,2010,403,746,1907
Intuitive Surgical Inc,2011,319,482,1411
Intuitive Surgical Inc,2012,1046,1787,4153
Intuitive Surgical Inc,2013,817,1249,3388
Intuitive Surgical Inc,2014,1576,3379,3876
Intuitive Surgical Inc,2015,3883,4432,4432
Intuitive Surgical Inc,2016,2109,2109,2109
INVACARE CORP.,1978,2,4,8
INVACARE CORP.,1983,2,2,2
INVACARE CORP.,1984,13,16,22
INVACARE CORP.,1985,17,21,33
INVACARE CORP.,1986,2,4,8
INVACARE CORP.,1987,9,16,25
INVACARE CORP.,1988,4,14,20
INVACARE CORP.,1989,39,54,67
INVACARE CORP.,1990,3,5,6
INVACARE CORP.,1991,16,20,34
INVACARE CORP.,1992,18,19,41
INVACARE CORP.,1993,4,12,32
INVACARE CORP.,1994,15,23,58
INVACARE CORP.,1995,30,41,60
INVACARE CORP.,1996,48,80,114
INVACARE CORP.,1997,5,5,7
INVACARE CORP.,1998,44,54,72
INVACARE CORP.,1999,70,97,168
INVACARE CORP.,2000,61,79,134
INVACARE CORP.,2001,38,52,74
INVACARE CORP.,2002,38,56,84
INVACARE CORP.,2003,58,79,104
INVACARE CORP.,2004,20,26,41
INVACARE CORP.,2005,38,48,98
INVACARE CORP.,2006,79,100,212
INVACARE CORP.,2007,26,49,103
INVACARE CORP.,2008,23,41,72
INVACARE CORP.,2009,72,91,137
INVACARE CORP.,2010,17,30,48
INVACARE CORP.,2011,101,162,201
INVACARE CORP.,2012,223,265,357
INVACARE CORP.,2013,55,66,80
INVACARE CORP.,2014,71,81,94
INVACARE CORP.,2015,89,95,95
INVACARE CORP.,2016,52,52,52
InvenSense Inc,2005,18,26,54
InvenSense Inc,2006,7,21,42
InvenSense Inc,2007,32,53,101
InvenSense Inc,2008,17,26,35
InvenSense Inc,2009,16,20,35
InvenSense Inc,2010,31,43,64
InvenSense Inc,2011,83,113,167
InvenSense Inc,2012,90,120,155
InvenSense Inc,2013,144,184,268
InvenSense Inc,2014,113,149,155
InvenSense Inc,2015,140,151,151
InvenSense Inc,2016,55,55,55
Investment Technologies,1983,3,3,3
Investment Technologies,1984,9,9,12
Investment Technologies,1987,2,3,4
Investment Technologies,1988,2,8,9
Investment Technologies,1990,12,15,20
Investment Technologies,1991,5,5,5
Investment Technologies,1994,0,0,1
Investment Technologies,2001,5,10,30
InVision Technologies,1993,7,11,29
InVision Technologies,1997,25,31,33
InVision Technologies,1998,41,51,75
InVision Technologies,1999,2,2,3
InVision Technologies,2000,0,0,1
InVision Technologies,2002,7,8,15
InVision Technologies,2003,16,26,32
InVision Technologies,2004,10,12,31
InVision Technologies,2005,7,10,19
InVision Technologies,2006,6,13,23
InVision Technologies,2007,3,3,3
InVision Technologies,2008,17,22,41
InVision Technologies,2011,2,5,6
Invitae Corp,2013,0,1,1
Invitrogen Corp,1996,2,2,6
Invitrogen Corp,1998,0,1,1
Invitrogen Corp,2000,1,1,7
Invitrogen Corp,2001,26,32,74
Invitrogen Corp,2002,12,19,47
Invitrogen Corp,2003,24,37,98
Invitrogen Corp,2004,30,54,116
Invitrogen Corp,2005,29,45,72
Invitrogen Corp,2006,32,54,117
Invitrogen Corp,2007,71,112,196
Invitrogen Corp,2008,56,70,113
Invitrogen Corp,2009,13,19,50
Invitrogen Corp,2011,54,59,83
Invitrogen Corp,2012,10,15,19
Invitrogen Corp,2015,18,27,27
Invitron,1990,2,3,3
Invitron,1991,7,9,16
Invuity Inc,2009,12,15,34
Invuity Inc,2010,5,8,14
Invuity Inc,2011,20,34,48
Invuity Inc,2012,33,47,89
Invuity Inc,2013,23,30,43
Invuity Inc,2014,34,44,47
Invuity Inc,2015,44,51,51
Invuity Inc,2016,29,29,29
Iomed Inc,1990,2,6,8
Iomed Inc,1991,7,8,11
Iomed Inc,1992,19,23,37
Iomed Inc,1993,6,7,10
Iomed Inc,1994,8,21,32
Iomed Inc,1996,5,5,9
Iomed Inc,1997,3,6,9
Iomed Inc,1998,8,9,16
Iomed Inc,2000,6,8,15
Iomed Inc,2001,6,7,10
Iomed Inc,2002,2,3,4
Iomed Inc,2004,2,5,16
IOMEGA CORPORATION,1983,21,28,38
IOMEGA CORPORATION,1984,11,15,21
IOMEGA CORPORATION,1985,5,6,7
IOMEGA CORPORATION,1986,3,5,6
IOMEGA CORPORATION,1987,11,15,17
IOMEGA CORPORATION,1988,18,21,29
IOMEGA CORPORATION,1989,0,3,4
IOMEGA CORPORATION,1990,3,3,6
IOMEGA CORPORATION,1992,15,22,46
IOMEGA CORPORATION,1993,38,60,115
IOMEGA CORPORATION,1994,16,26,53
IOMEGA CORPORATION,1995,44,50,66
IOMEGA CORPORATION,1996,150,180,201
IOMEGA CORPORATION,1997,246,304,386
IOMEGA CORPORATION,1998,168,208,282
IOMEGA CORPORATION,1999,204,252,317
IOMEGA CORPORATION,2000,171,203,268
IOMEGA CORPORATION,2001,140,201,277
IOMEGA CORPORATION,2002,55,77,137
IOMEGA CORPORATION,2003,51,64,100
IOMEGA CORPORATION,2004,59,101,157
IOMEGA CORPORATION,2005,20,24,36
IOMEGA CORPORATION,2006,7,11,19
IOMEGA CORPORATION,2007,9,13,21
IOMEGA CORPORATION,2008,9,11,40
IOMEGA CORPORATION,2009,2,2,2
IOMEGA CORPORATION,2012,7,9,11
Ipass Inc,2003,11,17,30
Ipass Inc,2006,6,6,7
Ipass Inc,2007,5,6,10
Ipass Inc,2008,34,50,80
Ipass Inc,2009,6,8,13
Ipass Inc,2010,22,29,39
Ipass Inc,2011,24,34,52
Ipass Inc,2012,3,3,3
Ipass Inc,2013,2,3,3
Ipass Inc,2015,17,18,18
Ipass Inc,2016,9,9,9
IPC COMMUNICATIONS,1985,3,3,5
IPC Holdings,2013,5,5,5
IPC Information Systems,1993,12,26,57
IPC Information Systems,1995,8,12,13
IPC Information Systems,1996,59,69,84
IPC Information Systems,1997,17,19,20
IPC Information Systems,1999,14,20,28
IPC Information Systems,2001,0,1,2
IPG Photonics,2001,2,2,2
IPG Photonics,2007,9,16,27
IPG Photonics,2009,3,4,10
IPG Photonics,2010,21,32,52
IPG Photonics,2011,5,5,6
IPG Photonics,2012,7,9,11
IPG Photonics,2013,3,5,8
IPG Photonics,2014,12,26,28
IPG Photonics,2015,24,26,26
IPG Photonics,2016,10,10,10
IPI,2012,0,0,1
IPI,2014,14,24,26
IPI,2016,41,41,41
IPL SYSTEMS,1984,1,5,9
iprint.com Inc,2004,11,13,14
iprint.com Inc,2007,2,3,5
IRadimed Corp,2007,4,9,20
IRadimed Corp,2008,8,13,26
IRadimed Corp,2009,12,17,27
IRadimed Corp,2010,7,7,7
IRadimed Corp,2012,10,14,36
IRadimed Corp,2013,3,8,8
IRadimed Corp,2014,2,2,2
iRhythm Technologies Inc,2013,22,36,89
iRhythm Technologies Inc,2015,8,9,9
iRhythm Technologies Inc,2016,40,40,40
IRI International Corp,1997,1,2,2
IRI International Corp,1999,0,2,3
Iridex,2001,4,5,7
Iridex,2002,3,4,5
Iridex,2003,3,4,4
Iridex,2010,5,23,97
Iridex,2011,1,6,17
Iridex,2012,1,2,2
Iridex,2015,8,8,8
Iridex,2016,10,10,10
iROBOT CORP,2001,0,3,7
iROBOT CORP,2002,2,2,12
iROBOT CORP,2003,83,123,218
iROBOT CORP,2004,70,100,134
iROBOT CORP,2005,143,189,306
iROBOT CORP,2006,44,59,167
iROBOT CORP,2007,31,64,333
iROBOT CORP,2008,84,240,526
iROBOT CORP,2009,258,412,730
iROBOT CORP,2010,263,376,555
iROBOT CORP,2011,174,244,482
iROBOT CORP,2012,294,449,1036
iROBOT CORP,2013,584,1008,1807
iROBOT CORP,2014,628,980,1059
iROBOT CORP,2015,729,800,800
iROBOT CORP,2016,358,358,358
Iron Mountain,1988,5,12,15
Iron Mountain,1993,3,5,7
Iron Mountain,1995,3,4,4
Iron Mountain,1996,2,3,6
Iron Mountain,1997,0,0,1
Iron Mountain,2007,26,38,82
Iron Mountain,2009,2,4,5
Iron Mountain,2010,51,66,92
Iron Mountain,2011,17,20,26
Iron Mountain,2012,9,9,10
Iron Mountain,2014,0,1,1
Iron Mountain,2015,8,8,8
Ironwood Pharmaceuticals Inc,2009,2,4,9
Ironwood Pharmaceuticals Inc,2010,17,23,41
Ironwood Pharmaceuticals Inc,2011,14,19,25
Ironwood Pharmaceuticals Inc,2012,13,20,32
Ironwood Pharmaceuticals Inc,2013,7,7,7
Ironwood Pharmaceuticals Inc,2014,15,23,24
Ironwood Pharmaceuticals Inc,2015,17,17,17
Ironwood Pharmaceuticals Inc,2016,12,12,12
Irwin Magnetic Systems,1984,4,8,11
Irwin Magnetic Systems,1985,2,2,3
Irwin Magnetic Systems,1986,5,5,7
Irwin Magnetic Systems,1987,5,5,13
Irwin Magnetic Systems,1989,17,26,31
Irwin Magnetic Systems,1990,2,2,2
Irwin Magnetic Systems,1991,13,15,20
Isco,1983,5,7,14
Isco,1984,2,2,3
Isco,1985,4,9,12
Isco,1986,5,6,8
Isco,1987,6,7,15
Isco,1988,21,27,30
Isco,1989,8,8,12
Isco,1990,5,7,10
Isco,1991,12,14,22
Isco,1992,22,41,70
Isco,1993,25,33,51
Isco,1994,18,20,32
Isco,1995,1,2,5
Isco,1996,8,10,20
Isco,1997,19,25,49
Isco,1998,11,21,34
Isco,1999,11,16,25
Isco,2000,3,9,13
Isco,2001,4,5,12
Isco,2002,1,2,5
Isco,2003,10,15,17
Isco,2004,27,33,44
Isco,2005,1,1,2
Isco,2008,10,13,49
Isco,2009,6,21,65
Isco,2013,5,6,8
Isco,2014,73,108,119
Isco,2015,219,245,245
Isco,2016,249,249,249
Isilon Systems,2006,34,63,102
Isilon Systems,2008,70,77,81
Isilon Systems,2009,208,220,231
Isilon Systems,2010,587,646,704
Isilon Systems,2011,153,158,171
Isis Pharmaceuticals,1992,15,39,92
Isis Pharmaceuticals,1993,37,56,141
Isis Pharmaceuticals,1994,7,13,35
Isis Pharmaceuticals,1995,71,115,205
Isis Pharmaceuticals,1996,269,450,720
Isis Pharmaceuticals,1997,251,401,645
Isis Pharmaceuticals,1998,194,239,313
Isis Pharmaceuticals,1999,152,196,305
Isis Pharmaceuticals,2000,99,131,278
Isis Pharmaceuticals,2001,116,175,277
Isis Pharmaceuticals,2002,59,95,188
Isis Pharmaceuticals,2003,38,50,129
Isis Pharmaceuticals,2004,40,66,130
Isis Pharmaceuticals,2005,37,87,200
Isis Pharmaceuticals,2006,41,86,172
Isis Pharmaceuticals,2007,119,207,399
Isis Pharmaceuticals,2008,135,176,549
Isis Pharmaceuticals,2009,36,95,305
Isis Pharmaceuticals,2010,140,424,849
Isis Pharmaceuticals,2011,49,67,180
Isis Pharmaceuticals,2012,85,162,379
Isis Pharmaceuticals,2013,97,165,277
Isis Pharmaceuticals,2014,112,134,146
Isis Pharmaceuticals,2015,189,227,227
Isis Pharmaceuticals,2016,10,10,10
Isolyser,1990,6,10,14
Isolyser,1993,34,43,62
Isolyser,1994,3,4,6
Isolyser,1995,4,4,7
Isolyser,1996,2,2,5
Isolyser,1997,7,7,13
Isolyser,1998,4,4,5
Isolyser,1999,4,8,8
Isolyser,2000,4,6,19
Isolyser,2002,1,1,2
Isolyser,2003,0,1,1
Isonics Corp,2003,2,3,4
Isonics Corp,2005,2,2,2
Isonics Corp,2006,2,2,2
Ista Pharmaceuticals Inc,2003,8,10,12
Ista Pharmaceuticals Inc,2004,1,1,1
ITI Technologies,1987,2,4,4
ITI Technologies,1988,1,1,2
ITI Technologies,1989,1,1,1
ITI Technologies,1990,8,11,11
ITI Technologies,1993,0,0,1
ITI Technologies,1996,3,3,8
ITI Technologies,1998,19,26,51
ITI Technologies,1999,17,21,28
ITI Technologies,2000,19,26,43
ITI Technologies,2003,4,5,17
ITI Technologies,2004,12,21,32
ITI Technologies,2009,3,4,6
ITI Technologies,2010,5,9,20
ITI Technologies,2011,24,29,46
ITI Technologies,2012,28,36,55
ITI Technologies,2013,26,27,33
ITI Technologies,2014,3,6,6
ITI Technologies,2015,15,15,15
ITI Technologies,2016,2,2,2
Itron,1981,1,1,4
Itron,1983,5,9,11
Itron,1989,12,15,26
Itron,1995,2,5,9
Itron,1996,6,6,11
Itron,1997,17,26,38
Itron,1998,4,5,7
Itron,1999,14,29,57
Itron,2000,6,8,9
Itron,2001,34,57,126
Itron,2002,25,37,64
Itron,2003,24,34,58
Itron,2004,4,5,8
Itron,2005,36,53,131
Itron,2006,20,24,63
Itron,2007,24,39,94
Itron,2008,57,92,160
Itron,2009,38,52,86
Itron,2010,81,94,181
Itron,2011,119,155,212
Itron,2012,45,58,77
Itron,2013,97,164,212
Itron,2014,116,165,173
Itron,2015,45,50,50
Itron,2016,20,20,20
ITXC Corp,2001,41,65,145
ITXC Corp,2002,8,15,26
ITXC Corp,2003,3,7,21
ITXC Corp,2004,5,7,12
ITXC Corp,2005,14,26,37
ITXC Corp,2006,1,1,3
ITXC Corp,2007,16,18,26
ITXC Corp,2008,3,4,5
ITXC Corp,2009,1,4,4
ITXC Corp,2010,6,7,14
ITXC Corp,2012,2,2,3
ITXC Corp,2013,1,1,1
ITXC Corp,2014,10,10,10
ITXC Corp,2015,3,3,3
ITXC Corp,2016,9,9,9
Iverson Technology,1992,0,1,2
Iverson Technology,2002,8,10,14
Ivex Packaging Corp,2002,0,0,1
Ivex Packaging Corp,2004,0,2,10
iVillage Inc,2005,1,2,5
Ivivi Technologies Inc,2010,5,8,17
Ivy Medical,1985,11,11,11
Ivy Medical,1986,1,1,3
Ivy Medical,1989,2,4,9
J. Baker,1997,1,2,2
J.B. HUNT,1997,1,1,2
J&L Specialty Steel,1998,2,3,4
Jabil Circuit,1987,14,17,22
Jabil Circuit,1988,1,1,2
Jabil Circuit,1989,2,4,10
Jabil Circuit,1990,2,2,7
Jabil Circuit,1991,5,10,15
Jabil Circuit,1992,0,0,1
Jabil Circuit,1997,6,7,8
Jabil Circuit,1999,3,4,4
Jabil Circuit,2005,4,4,5
Jabil Circuit,2006,3,3,4
Jabil Circuit,2007,2,2,9
Jabil Circuit,2008,19,37,76
Jabil Circuit,2009,3,3,3
Jabil Circuit,2011,24,37,67
Jabil Circuit,2012,2,3,3
Jabil Circuit,2013,14,21,28
Jabil Circuit,2014,1,1,1
Jabil Circuit,2015,7,8,8
Jabil Circuit,2016,2,2,2
Jacada Ltd,2004,7,11,15
Jacada Ltd,2015,4,4,4
Jakks Pacific,1998,2,3,4
Jakks Pacific,2000,3,3,3
Jakks Pacific,2002,23,23,30
Jakks Pacific,2003,3,6,9
Jakks Pacific,2004,3,4,8
Jakks Pacific,2005,4,9,13
Jakks Pacific,2006,6,8,13
Jakks Pacific,2007,63,83,97
Jakks Pacific,2008,8,14,27
Jakks Pacific,2009,5,14,21
Jakks Pacific,2010,13,15,22
Jakks Pacific,2011,8,12,25
Jakks Pacific,2012,2,3,5
Jakks Pacific,2013,27,41,61
Jakks Pacific,2014,36,40,46
Jakks Pacific,2015,2,2,2
Jakks Pacific,2016,6,6,6
Jason,1987,5,5,8
Jason,1989,13,17,21
Jason,1990,10,14,26
Jason,1991,8,9,13
Jason,1992,7,18,39
Jason,1993,10,15,28
Jason,1994,10,20,38
Jason,1995,11,12,15
Jason,1996,11,15,15
Jason,1997,1,1,3
Jason,1998,6,7,7
Jason,1999,0,1,2
Jason,2000,16,18,24
Jason,2001,1,1,2
Jason,2002,11,13,19
Jason,2003,20,29,34
Jason,2004,12,18,29
Jason,2005,2,3,7
Jason,2006,6,6,11
Jason,2007,10,15,17
Jason,2008,9,10,10
Jason,2009,18,22,25
Jason,2011,5,7,9
Jason,2012,6,8,12
Jason,2013,4,6,7
Jason,2014,9,11,11
Jason,2015,6,6,6
Jazz Pharmaceuticals Inc,2010,9,13,17
Jazz Pharmaceuticals Inc,2011,8,9,11
Jazz Pharmaceuticals Inc,2012,25,31,46
Jazz Pharmaceuticals Inc,2013,11,11,30
Jazz Pharmaceuticals Inc,2014,10,36,36
Jazz Pharmaceuticals Inc,2015,28,28,28
Jazz Pharmaceuticals Inc,2016,21,21,21
JDA Software Group,2007,4,7,21
JDA Software Group,2008,2,2,3
JDA Software Group,2009,7,7,9
JDA Software Group,2010,71,77,88
JDA Software Group,2011,5,9,11
JDA Software Group,2012,10,16,26
JDA Software Group,2013,16,26,36
JDA Software Group,2014,0,0,1
JDA Software Group,2015,10,10,10
Jean Philippe Fragrances,1993,2,2,4
JEFFERSON SMURFIT,1982,5,5,5
JEFFERSON SMURFIT,1987,2,2,3
JEFFERSON SMURFIT,1990,0,1,1
JEFFERSON SMURFIT,1991,4,4,5
JEFFERSON SMURFIT,1992,2,3,4
JEFFERSON SMURFIT,1993,5,7,9
JEFFERSON SMURFIT,1994,9,9,17
JEFFERSON SMURFIT,1995,32,41,52
JEFFERSON SMURFIT,1996,13,20,29
JEFFERSON SMURFIT,1997,20,24,36
JEFFERSON SMURFIT,1998,20,26,34
JEFFERSON SMURFIT,1999,6,8,12
JEFFERSON SMURFIT,2000,1,1,1
JEFFERSON SMURFIT,2005,1,1,1
JEFFERSON SMURFIT,2006,0,1,1
Jefferson Smurfit,1982,5,5,5
Jefferson Smurfit,1987,2,2,3
Jefferson Smurfit,1990,0,1,1
Jefferson Smurfit,1991,4,4,5
Jefferson Smurfit,1992,2,3,4
Jefferson Smurfit,1993,5,7,9
Jefferson Smurfit,1994,9,9,17
Jefferson Smurfit,1995,32,41,52
Jefferson Smurfit,1996,13,20,29
Jefferson Smurfit,1997,20,24,36
Jefferson Smurfit,1998,20,26,34
Jefferson Smurfit,1999,6,8,12
Jefferson Smurfit,2000,1,1,1
Jefferson Smurfit,2005,1,1,1
Jefferson Smurfit,2006,0,1,1
"JEFFREY MARTIN, INC.",1989,2,3,5
JENN-AIR,1976,2,2,3
JENN-AIR,1977,1,2,10
JENN-AIR,1978,5,7,9
JENN-AIR,1983,3,3,4
JENN-AIR,1984,9,12,15
Jenny Craig,2002,2,3,4
Jewelmasters,1982,2,2,5
Jewelmasters,1985,2,2,2
Jewelmasters,1988,3,3,3
JFAX Com Inc,2000,26,37,78
Jive Software Inc,2015,16,17,17
JLG INDUSTRIES,1979,1,1,3
JLG INDUSTRIES,1980,4,6,9
JLG INDUSTRIES,1981,1,1,2
JLG INDUSTRIES,1982,2,3,7
JLG INDUSTRIES,1983,3,3,3
JLG INDUSTRIES,1984,2,2,3
JLG INDUSTRIES,1985,2,4,4
JLG INDUSTRIES,1988,4,5,9
JLG INDUSTRIES,1990,3,5,7
JLG INDUSTRIES,1992,3,3,3
JLG INDUSTRIES,1995,0,1,1
JLG INDUSTRIES,1996,1,2,2
JLG INDUSTRIES,1997,0,2,2
JLG INDUSTRIES,1998,5,6,6
JLG INDUSTRIES,1999,2,2,2
JLG INDUSTRIES,2000,7,8,14
JLG INDUSTRIES,2002,1,2,2
JLG INDUSTRIES,2003,3,3,3
JLG INDUSTRIES,2004,9,13,22
JLG INDUSTRIES,2006,3,3,4
JLG INDUSTRIES,2007,2,3,7
JLG INDUSTRIES,2008,4,4,11
JLG INDUSTRIES,2009,2,3,5
JLG INDUSTRIES,2010,2,2,5
JLG INDUSTRIES,2011,6,8,11
JLG INDUSTRIES,2012,5,5,7
JLG INDUSTRIES,2013,3,4,5
JLG INDUSTRIES,2014,12,18,20
JLG INDUSTRIES,2015,2,3,3
JLG INDUSTRIES,2016,3,3,3
JOHN O. BUTLER CO.,1977,3,4,4
JOHN O. BUTLER CO.,1979,3,3,4
JOHN O. BUTLER CO.,1980,4,5,12
JOHN O. BUTLER CO.,1981,2,2,12
JOHN O. BUTLER CO.,1982,1,4,9
JOHN O. BUTLER CO.,1987,13,17,31
JOHN O. BUTLER CO.,1988,3,3,8
JOHN O. BUTLER CO.,1989,5,13,19
JOHN O. BUTLER CO.,1990,7,8,12
JOHN O. BUTLER CO.,1991,6,6,7
JOHN O. BUTLER CO.,1992,4,6,12
JOHN O. BUTLER CO.,1993,3,3,4
JOHN O. BUTLER CO.,1994,1,1,1
JOHN O. BUTLER CO.,1995,0,0,2
JOHN O. BUTLER CO.,1996,5,9,9
JOHN O. BUTLER CO.,1998,2,2,5
JOHN O. BUTLER CO.,1999,12,12,20
JOHN O. BUTLER CO.,2000,0,0,7
JOHN O. BUTLER CO.,2001,2,2,3
JOHN O. BUTLER CO.,2002,20,22,30
JOHN O. BUTLER CO.,2003,11,13,24
JOHN O. BUTLER CO.,2004,2,3,3
Johnson Worldwide Associates,1996,9,13,24
Johnson Worldwide Associates,1997,10,19,27
Johnson Worldwide Associates,1998,21,31,37
Johnson Worldwide Associates,1999,37,48,63
Johnson Worldwide Associates,2000,10,12,14
Johnson Worldwide Associates,2001,2,2,3
Jore Corp,2003,5,12,16
Jore Corp,2004,16,19,28
Jore Corp,2005,4,4,8
Jore Corp,2006,27,30,41
Jore Corp,2007,1,1,4
Jore Corp,2008,12,14,18
Jore Corp,2009,4,5,5
Jore Corp,2010,1,6,10
Jore Corp,2012,4,5,6
Jore Corp,2014,2,3,3
Jore Corp,2015,8,8,8
Joule,1984,1,1,1
Joule,1986,1,1,3
Joule,1987,1,1,1
Joule,1994,0,0,1
Joule,2003,2,3,3
Joule,2006,1,1,5
Joule,2010,13,25,40
Joule,2011,45,69,96
Joule,2012,29,32,46
Joule,2013,11,14,15
Joule,2015,15,15,15
Joule,2016,3,3,3
Joy Technologies,1976,17,21,27
Joy Technologies,1977,12,14,22
Joy Technologies,1978,5,5,10
Joy Technologies,1979,7,9,12
Joy Technologies,1980,17,21,32
Joy Technologies,1981,14,15,22
Joy Technologies,1982,9,10,26
Joy Technologies,1983,16,17,20
Joy Technologies,1984,16,22,34
Joy Technologies,1985,36,41,51
Joy Technologies,1986,18,22,27
Joy Technologies,1987,19,21,27
Joy Technologies,1988,4,6,6
Joy Technologies,1989,15,17,18
Joy Technologies,1990,4,7,10
Joy Technologies,1991,10,18,25
Joy Technologies,1992,5,8,11
Joy Technologies,1993,1,1,1
Joy Technologies,1994,4,7,10
Joy Technologies,1997,1,1,5
Joy Technologies,1998,7,10,15
Joy Technologies,1999,1,1,2
Joy Technologies,2000,3,4,6
Joy Technologies,2001,6,8,10
Joy Technologies,2002,14,27,59
Joy Technologies,2003,6,6,6
Joy Technologies,2004,33,40,51
Joy Technologies,2005,0,0,1
Joy Technologies,2006,6,8,16
Joy Technologies,2007,2,2,5
Joy Technologies,2008,3,5,6
Joy Technologies,2009,11,13,22
Joy Technologies,2010,2,2,2
Joy Technologies,2011,13,20,33
Joy Technologies,2012,23,31,53
Joy Technologies,2013,52,68,78
Joy Technologies,2014,37,57,63
Joy Technologies,2015,51,58,58
Joy Technologies,2016,30,30,30
JPE,1991,2,2,3
JPE,1992,2,2,2
JPE,1997,2,2,3
JPE,1998,1,1,1
JPM,2011,2,2,2
JPM,2013,11,11,18
Juniper Networks,1999,35,52,99
Juniper Networks,2001,6,7,12
Juniper Networks,2002,126,166,241
Juniper Networks,2003,108,154,289
Juniper Networks,2004,113,150,262
Juniper Networks,2005,135,184,330
Juniper Networks,2006,460,674,1097
Juniper Networks,2007,615,830,1260
Juniper Networks,2008,545,729,1127
Juniper Networks,2009,880,1154,1605
Juniper Networks,2010,1123,1639,2699
Juniper Networks,2011,1364,1961,3124
Juniper Networks,2012,2042,2902,4502
Juniper Networks,2013,1332,1685,2214
Juniper Networks,2014,1785,2445,2613
Juniper Networks,2015,1532,1653,1653
Juniper Networks,2016,878,878,878
JUNO LIGHTING INC.,1988,6,6,8
JUNO LIGHTING INC.,1990,2,3,9
JUNO LIGHTING INC.,1991,6,7,7
JUNO LIGHTING INC.,1992,6,6,7
JUNO LIGHTING INC.,1993,1,2,3
JUNO LIGHTING INC.,1994,4,7,17
JUNO LIGHTING INC.,1995,4,5,24
JUNO LIGHTING INC.,1996,7,10,13
JUNO LIGHTING INC.,1997,10,12,12
JUNO LIGHTING INC.,1998,30,36,44
JUNO LIGHTING INC.,1999,4,4,5
JUNO LIGHTING INC.,2003,7,21,37
JUNO LIGHTING INC.,2005,4,4,4
Juno Online Services Inc,1998,123,152,248
Juno Online Services Inc,2000,26,27,39
Juno Online Services Inc,2001,50,82,141
Juno Online Services Inc,2003,8,8,25
Just Toys,1993,1,2,3
K-Swiss,1991,8,11,19
K-Swiss,1993,28,38,53
K-Swiss,1994,4,5,7
K-Swiss,1995,8,11,14
K-Swiss,1996,6,7,14
K-Swiss,1997,3,3,4
K-Swiss,1998,10,16,30
K-Swiss,2000,2,3,6
K-Swiss,2003,2,3,4
K-Swiss,2008,1,1,2
K-Swiss,2010,0,0,1
K-Swiss,2012,2,3,7
K-Swiss,2013,8,9,11
