ipo_firm,year,forward_cnt4,forward_cnt5,forward_cnt7
DALE ELECTRONICS,1979,2,3,3
DALE ELECTRONICS,1980,0,1,1
DALE ELECTRONICS,1984,2,2,2
DALE ELECTRONICS,1985,4,8,9
DALE ELECTRONICS,1986,0,1,1
DALE ELECTRONICS,1987,2,2,2
DALE ELECTRONICS,1989,8,12,14
DALE ELECTRONICS,1990,1,1,2
DALE ELECTRONICS,1991,1,1,4
DALE ELECTRONICS,1992,3,3,4
DALE ELECTRONICS,1993,6,8,11
DALE ELECTRONICS,1994,7,13,29
DALE ELECTRONICS,1996,3,10,14
DALE ELECTRONICS,1997,8,12,20
DALE ELECTRONICS,1998,3,4,10
DALE ELECTRONICS,1999,14,18,21
Daleen Technologies Inc,2001,8,13,24
Daleen Technologies Inc,2002,5,9,17
Dames & Moore,1976,1,1,2
Dames & Moore,1979,0,0,1
Dames & Moore,1991,14,17,20
Dames & Moore,1996,1,2,2
"DAMON BIOTECH, INC.",1985,1,3,6
"DAMON BIOTECH, INC.",1986,5,6,8
"DAMON BIOTECH, INC.",1987,15,20,29
"DAMON BIOTECH, INC.",1988,7,8,9
"DAMON BIOTECH, INC.",1989,8,11,21
"DAMON BIOTECH, INC.",1990,6,9,13
Dan River Inc,1976,1,5,5
Dan River Inc,1977,1,1,1
Dan River Inc,1979,4,4,5
Dan River Inc,1980,2,3,3
Dan River Inc,1981,3,3,4
Dan River Inc,2002,0,0,1
Dan River Inc,2003,0,0,5
Dan River Inc,2005,1,4,9
Danek Group,1995,8,10,16
Danek Group,1996,3,4,6
Data Technology,1976,44,58,71
Data Technology,1977,79,101,137
Data Technology,1978,47,61,94
Data Technology,1979,19,28,49
Data Technology,1980,60,75,111
Data Technology,1981,24,40,74
Data Technology,1982,52,72,112
Data Technology,1983,99,115,172
Data Technology,1984,163,213,287
Data Technology,1985,108,126,185
Data Technology,1986,154,201,289
Data Technology,1987,105,149,217
Data Technology,1988,83,114,161
Data Technology,1989,104,140,222
Data Technology,1990,123,177,263
Data Technology,1991,67,87,148
Data Technology,1992,72,91,118
Data Technology,1993,63,79,117
Data Technology,1994,107,132,170
Data Technology,1995,123,182,310
Data Technology,1996,103,126,183
Data Technology,1997,43,64,84
Data Technology,1998,158,187,250
Data Technology,1999,208,275,429
Data Technology,2000,131,184,311
Data Technology,2001,109,155,261
Data Technology,2002,67,93,184
Data Technology,2003,71,94,178
Data Technology,2004,63,98,165
Data Technology,2005,31,58,86
Data Technology,2006,64,98,194
Data Technology,2007,73,121,236
Data Technology,2008,83,131,213
Data Technology,2009,106,186,464
Data Technology,2010,86,135,257
Data Technology,2011,104,135,190
Data Technology,2012,81,108,172
Data Technology,2013,75,90,101
Data Technology,2014,23,27,28
Data Technology,2015,16,20,20
Data Technology,2016,13,13,13
Data Critical Corp,1995,21,37,67
Data Critical Corp,1996,28,34,44
Data Critical Corp,1998,8,12,20
Data Critical Corp,2000,0,1,12
Data Critical Corp,2001,13,18,35
Data Documents,1999,1,1,3
Data Domain Inc,2006,21,36,87
Data Domain Inc,2007,2,9,17
Data Domain Inc,2008,36,48,68
Data Domain Inc,2009,51,70,122
Data Domain Inc,2010,12,22,57
DATA I/O,1985,17,20,23
DATA I/O,1986,11,14,19
DATA I/O,1989,2,2,3
DATA I/O,1991,6,6,13
DATA I/O,1993,4,4,6
DATA I/O,1994,1,1,1
DATA I/O,2000,3,4,11
DATA I/O,2001,2,2,5
DATA I/O,2002,6,11,21
DATA I/O,2003,10,10,28
DATA I/O,2004,4,8,8
DATA I/O,2006,0,1,1
DATA I/O,2007,15,35,64
DATA I/O,2010,1,1,1
DATA I/O,2011,0,0,1
DATA I/O,2014,1,1,1
DATA I/O,2015,1,2,2
DATA MEASUREMENT,1986,4,4,6
DATA MEASUREMENT,1992,3,4,5
DATA MEASUREMENT,1995,1,1,1
Data Race,1986,3,7,8
Data Race,1996,13,14,19
Data Race,1998,6,8,9
Data Race,1999,55,66,95
Data Race,2000,8,14,22
Data Race,2001,16,29,49
Data Race,2002,4,5,5
Data Return Corp,2005,3,5,6
Data Return Corp,2006,4,4,8
DATA TERMINAL,1977,3,3,3
Data Translation,1983,0,1,1
Data Translation,1986,4,4,4
Data Translation,1990,5,6,8
Data Translation,1992,3,4,5
Data Translation,1993,6,7,8
Data Translation,1995,17,20,24
Data Translation,1996,21,24,35
Data Translation,1999,8,10,26
DATACOPY CORP.,1980,6,12,18
DATACOPY CORP.,1984,5,6,8
DATACOPY CORP.,1985,3,3,4
DATACOPY CORP.,1986,4,4,5
DATACOPY CORP.,1987,2,3,4
"DATAKEY, INC.",1981,8,10,13
"DATAKEY, INC.",1982,7,10,14
"DATAKEY, INC.",1983,2,3,4
"DATAKEY, INC.",1984,5,5,11
"DATAKEY, INC.",1985,6,8,13
"DATAKEY, INC.",1986,8,13,13
"DATAKEY, INC.",1987,5,6,7
"DATAKEY, INC.",1988,1,1,3
"DATAKEY, INC.",1991,0,0,1
"DATAKEY, INC.",1994,2,2,7
"DATAKEY, INC.",1996,1,3,6
Datalink Corp,1996,20,30,32
Datalink Corp,1998,36,44,69
Datalink Corp,1999,32,43,62
Datalink Corp,2000,17,22,43
DATAPOWER,1979,2,2,3
DATAPOWER,1980,1,1,2
DATAPOWER,1981,3,3,10
DATAPOWER,2004,32,45,65
DATASOUTH COMPUTER,1995,5,9,12
DATASOUTH COMPUTER,1996,17,19,34
DATASOUTH COMPUTER,1997,1,1,1
DataVend,1989,5,5,8
Dataware Technologies,2000,15,18,25
Datron Systems,1980,0,0,2
Datron Systems,1989,1,2,2
Datron Systems,1993,3,3,6
Datron Systems,1994,1,2,3
DAVIDsTea Inc,2014,3,3,4
Davox,1992,10,13,24
Davox,1994,46,58,76
Davox,1995,14,15,19
Davox,1996,11,15,27
Davox,1997,39,54,69
Davox,1998,39,48,65
Davox,1999,11,14,26
Davox,2000,58,71,102
Davox,2001,14,26,54
Davox,2002,16,19,27
Day Runner,1992,0,0,1
Day Runner,1993,15,18,30
Day Runner,1994,7,10,15
Day Runner,1996,3,3,4
Day Runner,1997,8,8,8
Day Runner,1998,24,24,24
Day Runner,1999,11,15,24
"Daystar Technologies, Inc.",2008,65,104,144
"Daystar Technologies, Inc.",2009,12,16,20
Dayton Superior,1983,1,1,2
Dayton Superior,1987,1,1,1
Dayton Superior,1988,1,1,1
Dayton Superior,1989,3,3,5
Dayton Superior,1991,1,1,4
Dayton Superior,1994,2,2,3
Dayton Superior,1996,0,1,1
Dayton Superior,1999,14,19,31
Dayton Superior,2000,11,13,24
Dayton Superior,2001,3,19,26
Dayton Superior,2002,9,11,15
Dayton Superior,2003,9,10,11
Dayton Superior,2004,11,11,13
Dayton Superior,2005,7,8,16
Dayton Superior,2006,11,14,15
Dayton Superior,2007,3,3,4
Dayton Superior,2008,3,4,6
Dayton Superior,2009,5,8,11
Dayton Superior,2010,2,6,6
Dayton Superior,2011,0,0,1
Dayton Superior,2012,6,7,13
Dayton Superior,2013,3,4,5
Dayton Superior,2016,3,3,3
Dayton Superior Corp,1983,1,1,2
Dayton Superior Corp,1987,1,1,1
Dayton Superior Corp,1988,1,1,1
Dayton Superior Corp,1989,3,3,5
Dayton Superior Corp,1991,1,1,4
Dayton Superior Corp,1994,2,2,3
Dayton Superior Corp,1996,0,1,1
Dayton Superior Corp,1999,14,19,31
Dayton Superior Corp,2000,11,13,24
Dayton Superior Corp,2001,3,19,26
Dayton Superior Corp,2002,9,11,15
Dayton Superior Corp,2003,9,10,11
Dayton Superior Corp,2004,11,11,13
Dayton Superior Corp,2005,7,8,16
Dayton Superior Corp,2006,11,14,15
Dayton Superior Corp,2007,3,3,4
Dayton Superior Corp,2008,3,4,6
Dayton Superior Corp,2009,5,8,11
Dayton Superior Corp,2010,2,6,6
Dayton Superior Corp,2011,0,0,1
Dayton Superior Corp,2012,6,7,13
Dayton Superior Corp,2013,3,4,5
Dayton Superior Corp,2016,3,3,3
DDi Corp,1991,10,13,22
DDi Corp,1992,7,10,18
DDi Corp,1994,9,9,15
DDi Corp,2002,4,4,4
DDi Corp,2003,6,6,7
DDi Corp,2004,12,17,38
DDi Corp,2005,6,12,19
DDi Corp,2006,7,9,16
DDi Corp,2007,3,3,4
DDi Corp,2010,2,3,6
DDi Corp,2011,5,7,10
DDi Corp,2012,3,6,10
DDi Corp,2013,2,2,2
DDi Corp,2014,3,3,3
DDi Corp,2016,1,1,1
Deckers Outdoor,1999,2,2,2
Deckers Outdoor,2000,2,2,5
Deckers Outdoor,2003,6,9,12
Deckers Outdoor,2004,15,17,27
Deckers Outdoor,2005,13,15,18
Deckers Outdoor,2006,59,67,107
Deckers Outdoor,2007,47,58,67
Deckers Outdoor,2008,328,395,499
Deckers Outdoor,2009,140,165,221
Deckers Outdoor,2010,50,66,128
Deckers Outdoor,2011,147,203,396
Deckers Outdoor,2012,70,91,115
Deckers Outdoor,2013,57,83,90
Deckers Outdoor,2014,132,150,160
Deckers Outdoor,2015,49,56,56
Deckers Outdoor,2016,84,84,84
deCode Genetics Inc,2001,0,1,1
deCode Genetics Inc,2002,9,9,27
deCode Genetics Inc,2003,9,11,16
deCode Genetics Inc,2005,2,6,12
deCode Genetics Inc,2006,15,20,53
deCode Genetics Inc,2007,1,1,2
deCode Genetics Inc,2008,6,8,10
deCode Genetics Inc,2009,0,1,1
deCode Genetics Inc,2010,1,4,8
deCode Genetics Inc,2012,0,0,1
deCode Genetics Inc,2013,0,1,2
deCode Genetics Inc,2014,0,3,3
deCode Genetics Inc,2015,1,1,1
Decoma International,1991,3,3,4
Decoma International,1995,5,6,8
Decoma International,1996,7,10,13
Decoma International,1997,1,2,3
Decoma International,1998,7,8,11
Decoma International,1999,11,14,17
Decoma International,2000,18,25,34
Decoma International,2001,22,27,30
Decoma International,2002,11,12,25
Decoma International,2003,20,31,44
Decoma International,2004,21,32,52
Decoma International,2005,30,39,59
Decoma International,2006,47,66,129
Decoma International,2007,1,1,1
Decoma International,2008,1,3,7
Decoma International,2009,4,8,11
Decoma International,2010,0,0,1
Decoma International,2011,3,3,3
Decoma International,2012,0,0,1
Default Proof Credit Card Sys,1988,0,0,1
Defiance Precision Products,2004,0,0,1
Deflecta-Shield,1979,1,2,5
Deflecta-Shield,1985,6,6,6
Deflecta-Shield,1987,2,2,2
Deflecta-Shield,1988,10,11,16
Deflecta-Shield,1989,10,11,16
Deflecta-Shield,2003,5,6,7
Deflecta-Shield,2004,3,3,4
Del Monte Foods Company,2015,3,5,5
Del Monte Foods Company,2016,1,1,1
Delcath Systems Inc,1998,1,4,6
Delcath Systems Inc,1999,20,25,36
Delcath Systems Inc,2014,20,22,22
Delco Remy International Inc,2000,5,6,6
Delco Remy International Inc,2001,6,9,14
Delco Remy International Inc,2002,3,6,7
Delco Remy International Inc,2004,5,9,10
Delco Remy International Inc,2005,3,6,9
Dell Computer,1997,34,49,64
Dell Computer,1998,99,116,146
Dell Computer,1999,63,84,102
Dell Computer,2000,26,33,69
Dell Computer,2001,2,4,8
Dell Computer,2003,1,3,4
DELMED,1980,1,1,3
DELMED,1982,1,1,1
DELMED,1983,5,5,8
DELMED,1990,7,11,12
DELMED,1993,6,9,11
Delta and Pine Land,1977,2,4,4
Delta and Pine Land,1980,3,3,3
Delta and Pine Land,1993,1,1,1
Delta and Pine Land,1997,0,0,1
Delta and Pine Land,1998,8,14,20
Delta and Pine Land,1999,7,9,16
Delta and Pine Land,2000,4,4,13
Deltagen Inc,2002,9,10,13
Deltagen Inc,2003,3,5,8
Deltagen Inc,2005,1,3,9
Deltek Inc,2016,1,1,1
Demand Media Inc,2009,11,14,22
Demand Media Inc,2010,5,6,7
Demand Media Inc,2011,5,6,7
Demand Media Inc,2012,5,5,6
Demand Media Inc,2013,4,4,5
Demand Media Inc,2014,6,8,8
Demand Media Inc,2015,4,4,4
Demand Media Inc,2016,13,13,13
DemandTec Inc,2003,20,26,37
DemandTec Inc,2005,2,6,14
DemandTec Inc,2006,32,58,112
DemandTec Inc,2007,69,93,126
DemandTec Inc,2008,8,11,12
DemandTec Inc,2009,36,43,45
DemandTec Inc,2010,33,38,44
DemandTec Inc,2011,34,44,99
DemandTec Inc,2012,3,8,28
Demandware Inc,2013,1,1,1
Denali Inc,1998,2,2,2
Denali Inc,2000,2,2,7
Denali Inc,2002,1,1,2
Denali Inc,2003,6,7,8
Denali Inc,2006,6,8,21
Denali Inc,2007,5,5,5
Denali Inc,2009,1,1,1
Denali Inc,2015,6,7,7
Dendreon Corp,1998,2,3,4
Dendreon Corp,1999,2,3,8
Dendreon Corp,2000,4,9,23
Dendreon Corp,2001,4,7,14
Dendreon Corp,2002,1,2,16
Dendreon Corp,2004,4,5,12
Dendreon Corp,2006,17,26,62
Dendreon Corp,2007,20,33,58
Dendreon Corp,2008,1,2,3
Dendreon Corp,2009,1,1,2
Dendreon Corp,2010,1,1,5
Dendreon Corp,2012,10,10,10
Dendreon Corp,2013,4,8,8
Dense-Pac Microsystems,1990,14,26,51
Dense-Pac Microsystems,1994,14,17,29
Dense-Pac Microsystems,1997,16,27,51
Dense-Pac Microsystems,1999,20,23,45
Dense-Pac Microsystems,2001,27,49,98
Dense-Pac Microsystems,2002,14,18,52
Dense-Pac Microsystems,2003,20,35,72
DEP CORPORATION,1995,6,7,7
DEP CORPORATION,1998,1,1,1
DEP CORPORATION,1999,1,2,2
DepoTech,1995,12,19,32
DepoTech,1996,3,5,6
DepoTech,1998,19,23,26
DepoTech,1999,0,1,2
Depuy,1990,1,2,3
Depuy,1991,7,14,31
Depuy,1992,15,17,33
Depuy,1993,7,12,17
Depuy,1994,60,82,131
Depuy,1995,33,41,60
Depuy,1996,45,51,81
Depuy,1997,66,93,144
Depuy,1998,28,48,70
Depuy,1999,57,70,147
Depuy,2000,167,211,406
Depuy,2001,145,222,415
Depuy,2002,101,142,284
Depuy,2003,205,291,771
Depuy,2004,187,350,1131
Depuy,2005,120,258,1033
Depuy,2006,226,583,1345
Depuy,2007,338,658,1512
Depuy,2008,270,491,1114
Depuy,2009,557,868,1583
Depuy,2010,1264,1699,2636
Depuy,2011,1263,1812,2969
Depuy,2012,1390,1919,3308
Depuy,2013,1977,2728,4149
Depuy,2014,1398,2163,2347
Depuy,2015,999,1116,1116
Depuy,2016,881,881,881
Derma Sciences,2000,6,8,13
Dermira Inc,2014,9,10,12
Dermira Inc,2015,6,10,10
Dermira Inc,2016,5,5,5
Design Within Reach Inc,2006,6,7,11
Design Within Reach Inc,2007,3,3,6
Designs,1976,1,1,3
Designs,1978,0,3,13
Designs,1979,1,2,3
Designs,1980,3,3,5
Designs,1981,1,3,3
Designs,1982,4,4,9
Designs,1983,7,11,22
Designs,1984,11,12,19
Designs,1985,3,4,9
Designs,1986,6,7,10
Designs,1987,2,2,3
Designs,1988,1,1,1
Designs,1989,22,47,58
Designs,1990,14,17,21
Designs,1991,9,12,16
Designs,1992,24,29,34
Designs,1993,6,8,11
Designs,1994,5,5,11
Designs,1995,3,3,3
Designs,1996,9,12,17
Designs,1997,5,7,9
Designs,1998,5,6,8
Designs,1999,8,11,14
Designs,2001,3,3,7
Designs,2002,0,0,1
Designs,2003,2,3,5
Designs,2006,9,12,16
Designs,2007,1,1,3
Designs,2008,5,5,7
Designs,2009,17,17,19
Designs,2010,14,19,27
Designs,2011,0,1,4
Designs,2012,0,1,3
Designs,2014,3,5,5
Designs,2015,2,2,2
DEST,1983,1,2,2
DEST,1987,1,3,4
DEST,1988,7,10,15
DEST,1989,0,1,2
DETECTOR ELECTRONICS,1976,0,0,4
DETECTOR ELECTRONICS,1979,0,1,1
DETECTOR ELECTRONICS,1983,1,1,3
DETECTOR ELECTRONICS,1984,0,2,6
DETECTOR ELECTRONICS,1985,2,2,3
DETECTOR ELECTRONICS,1986,2,2,2
DETECTOR ELECTRONICS,1988,1,1,2
DETECTOR ELECTRONICS,1989,0,1,2
DETECTOR ELECTRONICS,1991,2,2,2
DETECTOR ELECTRONICS,1993,1,1,1
DETECTOR ELECTRONICS,1995,6,9,12
DETECTOR ELECTRONICS,1998,6,7,7
DETECTOR ELECTRONICS,1999,4,6,9
DETECTOR ELECTRONICS,2006,5,6,9
DETECTOR ELECTRONICS,2010,1,1,1
DETECTOR ELECTRONICS,2016,1,1,1
Detroit Diesel,1990,1,1,3
Detroit Diesel,1991,2,2,3
Detroit Diesel,1992,1,1,1
Detroit Diesel,1993,1,4,7
Detroit Diesel,1994,9,10,18
Detroit Diesel,1995,41,78,128
Detroit Diesel,1996,34,45,60
Detroit Diesel,1997,21,31,59
Detroit Diesel,1998,37,45,71
Detroit Diesel,1999,47,56,69
Detroit Diesel,2000,117,133,156
Detroit Diesel,2001,96,122,157
Detroit Diesel,2002,113,158,221
Detroit Diesel,2003,73,81,102
Detroit Diesel,2004,52,67,97
Detroit Diesel,2005,70,88,129
Detroit Diesel,2006,38,59,100
Detroit Diesel,2007,43,58,97
Detroit Diesel,2008,14,16,30
Detroit Diesel,2009,14,16,32
Detroit Diesel,2010,17,23,31
Detroit Diesel,2011,15,17,20
Detroit Diesel,2012,14,23,27
Detroit Diesel,2013,5,5,5
Detroit Diesel,2014,6,14,15
Deutsche Telekom,1997,1,2,3
Deutsche Telekom,1998,11,14,21
Deutsche Telekom,1999,24,37,63
Deutsche Telekom,2000,28,38,55
Deutsche Telekom,2001,67,117,162
Deutsche Telekom,2002,30,48,99
Deutsche Telekom,2003,49,68,97
Deutsche Telekom,2004,42,56,105
Deutsche Telekom,2005,10,17,33
Deutsche Telekom,2006,23,28,40
Deutsche Telekom,2007,24,31,50
Deutsche Telekom,2008,30,44,59
Deutsche Telekom,2009,7,10,20
Deutsche Telekom,2010,126,174,247
Deutsche Telekom,2011,250,344,486
Deutsche Telekom,2012,24,34,55
Deutsche Telekom,2013,84,106,131
Deutsche Telekom,2014,82,109,114
Deutsche Telekom,2015,41,42,42
Deutsche Telekom,2016,39,39,39
DeVlieg-Bullard,1992,1,1,2
DeVlieg-Bullard,1995,3,3,7
DeVlieg-Bullard,1996,1,1,1
DeVlieg-Bullard,1997,1,1,1
Dexcom Inc,2003,14,17,82
Dexcom Inc,2004,34,66,274
Dexcom Inc,2005,56,139,455
Dexcom Inc,2006,357,726,1919
Dexcom Inc,2007,390,754,1663
Dexcom Inc,2008,756,1377,2208
Dexcom Inc,2009,2296,3189,4330
Dexcom Inc,2010,2496,2999,3996
Dexcom Inc,2011,1833,2177,2960
Dexcom Inc,2012,772,1066,1549
Dexcom Inc,2013,405,513,701
Dexcom Inc,2014,172,263,279
Dexcom Inc,2015,120,143,143
Dexcom Inc,2016,152,152,152
DH TECHNOLOGY,1987,3,3,5
DH TECHNOLOGY,1989,2,5,6
DH TECHNOLOGY,1998,1,2,4
DH TECHNOLOGY,2001,3,3,3
DH TECHNOLOGY,2003,17,24,41
DH TECHNOLOGY,2006,1,1,2
DH TECHNOLOGY,2009,0,2,7
DH TECHNOLOGY,2010,6,7,10
DH TECHNOLOGY,2011,38,49,75
DH TECHNOLOGY,2012,34,53,81
DH TECHNOLOGY,2013,21,36,44
DH TECHNOLOGY,2014,25,32,32
DH TECHNOLOGY,2015,26,30,30
DH TECHNOLOGY,2016,30,30,30
DIAGNON CORP,1993,0,2,3
DIAGNON CORP,1998,2,4,5
DIAGNOSTIC PRODUCTS,1981,2,2,3
DIAGNOSTIC PRODUCTS,1986,0,0,1
DIAGNOSTIC PRODUCTS,1988,4,6,8
DIAGNOSTIC PRODUCTS,1995,1,1,1
DIAGNOSTIC PRODUCTS,1998,6,9,9
DIAGNOSTIC PRODUCTS,2001,1,1,2
DIAGNOSTIC PRODUCTS,2003,2,2,2
DIAGNOSTIC PRODUCTS,2005,2,2,2
DIAGNOSTIC/RETRIEVAL,1997,0,0,2
Dial Page,1995,3,3,3
Dialogic,1987,1,3,5
Dialogic,1988,2,2,3
Dialogic,1989,7,10,11
Dialogic,1990,5,7,18
Dialogic,1991,10,12,21
Dialogic,1992,11,14,24
Dialogic,1993,9,14,20
Dialogic,1994,10,11,17
Dialogic,1995,21,25,57
Dialogic,1997,5,10,17
Dialogic,1998,13,14,16
Dialogic,1999,1,1,1
Dialogic,2000,1,2,4
Dialogic,2001,33,42,82
Dialogic,2002,24,36,72
Dialogic,2007,8,13,19
Dialogic,2008,15,25,37
Dialogic,2009,12,14,27
Dialogic,2010,8,10,13
Dialogic,2011,34,37,47
Dialogic,2012,5,11,23
Dialogic,2013,22,26,33
Dialogic,2014,22,32,33
Dialogic,2015,9,10,10
Dialogic,2016,1,1,1
Diametrics Medical,1993,6,8,11
Diametrics Medical,1994,18,28,32
Diametrics Medical,1995,0,0,1
Diametrics Medical,1998,6,10,17
Diametrics Medical,1999,1,1,1
Diametrics Medical,2000,11,14,30
Diametrics Medical,2003,1,2,6
Diametrics Medical,2004,1,1,33
Diamond Foods Inc,2010,0,0,3
Diamond Multimedia Systems,1998,61,77,105
Diamond Multimedia Systems,1999,24,30,50
Diamond Multimedia Systems,2000,61,88,162
Diamond Multimedia Systems,2001,32,39,58
Diamond Multimedia Systems,2002,11,14,17
Diamond Offshore Drilling,2011,1,1,2
Diamond Offshore Drilling,2013,11,17,25
Diamond Offshore Drilling,2014,1,2,2
Diamond Offshore Drilling,2016,2,2,2
Dianon Systems,1987,3,3,5
Dianon Systems,1988,4,4,7
Dianon Systems,1991,2,2,3
Dianon Systems,1997,10,17,20
Dianon Systems,2000,0,0,4
"DIASONICS, INC.",1980,2,7,13
"DIASONICS, INC.",1983,11,13,21
"DIASONICS, INC.",1984,4,8,9
"DIASONICS, INC.",1985,9,9,14
"DIASONICS, INC.",1987,4,9,13
"DIASONICS, INC.",1989,3,3,4
"DIASONICS, INC.",1990,25,42,65
"DIASONICS, INC.",1991,15,18,21
"DIASONICS, INC.",1992,11,11,14
"DIASONICS, INC.",1993,19,26,42
"DIASONICS, INC.",1994,25,37,58
"DIASONICS, INC.",1995,4,9,12
"DIASONICS, INC.",1999,10,11,13
Diasys,1993,7,9,11
Diasys,1995,2,3,4
Diasys,1999,2,4,5
Diasys,2011,4,6,10
Diasys,2012,4,4,6
Diasys,2013,1,2,3
Diatide,1997,15,16,19
Diatide,1998,51,64,72
Diatide,1999,24,27,38
Diatide,2000,14,18,22
Diatide,2001,3,3,7
Diatide,2005,3,3,4
Diatide,2006,2,3,3
Dicerna Pharmaceuticals,2013,20,44,57
Dicerna Pharmaceuticals,2014,1,1,1
Dicerna Pharmaceuticals,2015,13,13,13
Dicerna Pharmaceuticals,2016,3,3,3
DICKEY-JOHN,1976,2,2,2
DICKEY-JOHN,1977,12,17,23
DICKEY-JOHN,1978,19,26,33
DICKEY-JOHN,1979,12,14,20
DICKEY-JOHN,1980,7,9,13
DICKEY-JOHN,1981,19,27,34
DICKEY-JOHN,1982,4,9,10
DICKEY-JOHN,1983,19,27,44
DICKEY-JOHN,1985,29,33,44
DICKEY-JOHN,1986,1,1,2
DICKEY-JOHN,1988,8,11,17
DICKEY-JOHN,1989,1,3,11
DICKEY-JOHN,1990,12,19,28
DICKEY-JOHN,1992,12,12,15
DICKEY-JOHN,1993,3,5,8
DICKEY-JOHN,1995,1,2,3
DICKEY-JOHN,1997,17,18,19
DICKEY-JOHN,1998,5,5,5
DICKEY-JOHN,1999,9,12,16
DICKEY-JOHN,2000,1,1,3
DICKEY-JOHN,2002,0,0,2
DICKEY-JOHN,2016,2,2,2
Digene,1989,0,0,1
Digene,1992,0,3,3
Digene,1999,1,4,6
Digene,2000,4,4,5
Digene,2001,2,2,9
Digene,2002,3,4,8
Digene,2003,0,0,1
Digene,2004,1,2,6
Digene,2005,1,5,11
Digene,2006,2,3,7
Digene,2007,2,2,3
Digene,2008,9,13,26
Digi International,1993,0,2,4
Digi International,1999,9,16,25
Digi International,2000,11,14,18
Digi International,2002,2,2,2
Digi International,2003,1,3,9
Digi International,2004,18,28,42
Digi International,2005,9,14,16
Digi International,2006,7,13,25
Digi International,2007,13,14,21
Digi International,2008,0,0,1
Digi International,2009,6,7,7
Digi International,2010,9,13,19
Digi International,2011,1,2,2
Digi International,2012,2,2,3
Digi International,2013,34,54,73
Digi International,2014,40,44,51
Digi International,2015,5,6,6
Digi International,2016,4,4,4
Digidesign,1998,4,6,12
Digimarc Corp,1997,69,114,205
Digimarc Corp,1998,407,584,980
Digimarc Corp,1999,84,122,206
Digimarc Corp,2000,110,152,290
Digimarc Corp,2001,265,404,649
Digimarc Corp,2002,532,746,1202
Digimarc Corp,2003,758,1008,1916
Digimarc Corp,2004,497,734,2301
Digimarc Corp,2005,280,461,1416
Digimarc Corp,2006,925,2080,3813
Digimarc Corp,2007,1501,2348,3373
Digimarc Corp,2008,1925,2445,2840
Digimarc Corp,2009,2291,2561,2941
Digimarc Corp,2010,2660,2835,3134
Digimarc Corp,2011,671,825,1099
Digimarc Corp,2012,734,997,1384
Digimarc Corp,2013,536,716,902
Digimarc Corp,2014,572,805,871
Digimarc Corp,2015,385,436,436
Digimarc Corp,2016,320,320,320
Digirad Corp,1987,1,2,6
Digirad Corp,1997,14,20,31
Digirad Corp,1998,33,44,59
Digirad Corp,1999,9,11,12
Digirad Corp,2000,37,43,83
Digirad Corp,2001,12,17,26
Digirad Corp,2003,15,19,35
Digirad Corp,2004,8,11,23
Digirad Corp,2006,1,1,14
Digirad Corp,2007,5,5,70
Digirad Corp,2008,5,6,8
Digirad Corp,2009,1,1,2
Digirad Corp,2010,0,2,11
Digital Biometrics,1992,1,1,3
Digital Biometrics,1993,14,27,56
Digital Biometrics,1994,9,11,21
Digital Biometrics,1995,12,30,56
Digital Biometrics,1998,7,24,37
Digital Biometrics,2000,2,6,20
Digital Biometrics,2003,3,7,20
DIGITAL COMMUNICATIONS,1976,8,10,17
DIGITAL COMMUNICATIONS,1977,17,20,21
DIGITAL COMMUNICATIONS,1978,0,0,4
DIGITAL COMMUNICATIONS,1979,1,1,3
DIGITAL COMMUNICATIONS,1980,4,8,15
DIGITAL COMMUNICATIONS,1981,7,13,16
DIGITAL COMMUNICATIONS,1982,4,5,7
DIGITAL COMMUNICATIONS,1992,18,28,41
DIGITAL COMMUNICATIONS,1994,22,29,36
Digital Impact Inc,2002,10,12,29
Digital Impact Inc,2006,0,0,1
Digital Impact Inc,2009,3,4,9
Digital Impact Inc,2012,0,1,1
Digital Island Inc,2000,3,5,16
Digital Island Inc,2001,63,100,163
Digital Island Inc,2002,17,34,92
Digital Lightwave Inc,1998,5,8,10
Digital Lightwave Inc,1999,9,9,18
Digital Lightwave Inc,2000,3,10,29
Digital Lightwave Inc,2002,6,7,30
Digital Lightwave Inc,2003,10,14,19
Digital Link,1997,37,42,57
Digital Microwave,1998,3,5,8
Digital Microwave,2000,3,3,3
Digital Microwave,2002,5,7,11
Digital Optronics,1992,5,7,15
Digital Power,2013,17,25,30
Digital Power,2014,8,8,10
Digital Power,2015,12,12,12
Digital Recorders,1988,6,6,7
Digital Recorders,1990,3,4,8
Digital Recorders,1993,0,2,2
Digital Recorders,2000,1,1,1
Digital Recorders,2005,2,3,3
Digital Recorders,2007,1,1,4
Digital Recorders,2010,2,2,3
Digital River Inc,1999,42,71,139
Digital River Inc,2005,13,18,56
Digital River Inc,2006,13,24,68
Digital River Inc,2007,39,71,205
Digital River Inc,2009,79,129,210
Digital River Inc,2010,67,98,150
Digital River Inc,2011,3,4,5
